id,tweet,label
119,"#coronavirus ""You can not buy anything with these""
""They are totally useless""

Chinese Yuan becomes just merely paper and trash.

#china #coronavirus #economy #wuhan https://t.co/p2CZbZkrsD",fake
120,"A tweet from President Donald Trump that says, before the U.S. issues financial assistance to individuals to deal with the coronavirus pandemic, ""we will go through your social media history from the last 4 years and search for any post with #NotMyP...",fake
121,There are nine previously reported cases that are now considered to have recovered from COVID-19. Our total number of active cases is 62 - of those 29 are imported cases in MIQ facilities and 33 are community cases.,real
122,The latest CDC #COVIDView report shows the percentage of deaths attributed to #COVID19 increased for 4 weeks in July after being on the decline since mid-April. This percentage has decreased for the past 2 weeks but remains above the epidemic threshold: https://t.co/zP4VYlo0Pb. https://t.co/KFNGebIq15,real
123,A video claims that Bill Gates made a presentation to the CIA on COVID-19 vaccines for modifying the brain of religious fanatics.,fake
124,#NCDCInTheNews ‘The Nigeria Centre for Disease Control has warned Nigerians to beware of scammers posing as the Centre to defraud unsuspecting citizens’ 📑 Read https://t.co/jwMyf1wo75,real
125,Social gatherings of more than six people will be banned across England Wales and Scotland from tomorrow. But what are the new rules what happens if you break them and how do they differ across the nations? 👇,real
126,In Texas too daily average deaths have risen ~50% in the last two weeks. Read more on the complexities of lag times changing demographics and COVID-19 deaths here: https://t.co/ZXFERIyS6I https://t.co/mVKwD3RdbM,real
127,RT @CDCDirector: To get #COVID19 under control in the US we need to all wear face masks social distance and wash hands frequently. More…,real
128,Our daily update is published. We’ve now tracked 24 million tests up 450k from yesterday. For details see: https://t.co/PZrmH4bl5Y https://t.co/yOqyDkUy74,real
129,"???Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips, the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.??�",fake
130,We reached 3 million cumulative cases today less than a month after reaching 2 million. https://t.co/tNw81l9rDZ,real
131,You can help slow the spread of #COVID19. Practice #socialdistancing. Keep at least six feet of physical distance between yourself and others. Wear a cloth face covering when in public. More tips at https://t.co/tt49zOn1hf. https://t.co/eybKhSbNNF,real
132,Audio from WhatsApp in which the head of Cardiology at the Gregorio Marañón Hospital states that we are in a moment of uncontrolled coronavirus infection.,fake
133,"Prime Minister Boris Johnson says ""we are a long way off"" having 'pregnancy-style' #COVID19 tests and adds as soon as those tests become available it will be easier for theatres and football stadiums to reopen fully. https://t.co/6PdnCM699Z https://t.co/UHelccePhE",real
134,Man Has Gone To Live In Parallel Universe https://t.co/oujWjz9aVa #alcohol #coronavirus #whisky,fake
135,The alternative medicine practitioner's guide to coronavirus https://t.co/ppywxWHfpU,fake
136,"Italy ???went against the WHO's ???law?????� against COVID-19 autopsies and ???discovered covid is not a virus, but a bacterium??� that ???clots the blood and reduces the oxygen saturation.??�",fake
137,Post claims that sister of Bharatiya Janata Party leader Kapil Mishra married a Muslim man,fake
138,6 new symptoms have been added to the list of symptoms associated with COVID-19. Along with fever cough and shortness of breathe @CDCgov has added: chills repeated shaking with chills muscle pain headache sore throat and new loss of taste or smell. https://t.co/sEacCwBjWI,real
139,A post shared more than 160000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants “digital tattoos” to check who has been tested and asks if it would be “like holocaust victims have.”,fake
140,#IndiaFightsCorona Following the national trend 17 States/UTs have more new recoveries than new cases. https://t.co/aHWwlaimmb,real
141,"Meditate Your Way Through Covid 19 With Tracy Honeycomb 

#covid_19 https://t.co/JvSzWGsLbX",fake
142,A photo of people lying in the street is accompanied by a caption implying they are coronavirus victims in China.,fake
143,Officials are skeptical that supply won’t address demand during a second wave of #COVID. https://t.co/BsX3e415oX,real
144,A viral video shows a group of doctors airing unproven conspiracy theories about the coronavirus. One of the most inaccurate claims comes from Dr. Stella Immanuel who has a track record of making bizarre medical claims such as believing in alien DNA. https://t.co/vIH89dohRh,fake
145,"Schoolchildren and their parents could be prioritised for coronavirus tests - after hospitals and care homes - as the government deals with ""real challenges"" in the system a cabinet minister has told Sky News https://t.co/9CAxjjROe4",real
146,CORRECTION: We noticed an error in our update at 8:35pm. It should be: 14 new cases of #COVID19 have been confirmed in Nigeria: 1 in FCT 1 IN BAUCHI &amp; 12 in Lagos Of the 14 6 were detected on a vessel 3 are returning travellers &amp; 2 are close contacts of confirmed cases https://t.co/Pe6owiXBKB,real
147,Review the 7 #coronavirus vaccines currently in phase 3 trials. https://t.co/nk14mJGg6o via @methodsmanmd https://t.co/zluWj8I98Z,real
148,#IndiaFightsCorona: 70% of the Total Active Cases are found in nine most affected States/UTs. 90123 new cases have been reported in the last 24 hours in the country. Details : https://t.co/5fCNA5rmlw #StaySafe #IndiaWillWin https://t.co/G1iUJoLsZ8,real
149,@Lord_Loredo @James_Gross Yeah California has been a bear for two reasons: 1) Their reporting has been very irregular (until recently). 2) They have reported on both sides of our daily 4pm commit. 3) They have dropped huge pending numbers the last 2 days ,real
150,Several sites tracking COVID-19 hit a grim milestone today: more than 200000 deaths since the pandemic began. Our figures haven’t yet reached that level. Here’s why. https://t.co/21z83bn3eA,real
151,There are 4 #COVID19 Govt. testing lab in #Agra #UttarPradesh. Kindly refer to the following link for details: https://t.co/SQCvfE2ZNc #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusPandemic https://t.co/nPLgGkj2yb,real
152,#IndiaFightsCorona: #COVID19 does not even spare alcoholics. So bust this myth and stop consuming alcohol to safeguard yourself from #Coronavirus. Better be at home and take precautionary measures to fight against #CoronavirusPandemic. #StaySafe #IndiaWillWin https://t.co/7gRF2GXqEv,real
153,"???Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.??�",fake
154,"Dr. Anthony Fauci ""has known for 15 years that chloroquine and ??? hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.??�",fake
155,"There are ???360,000 (deaths) a year from swimming pools. But we don???t shut the country down for that.??�",fake
156,"An inmate who was released from prison under COVID-19 ""humanitarian house arrests"" was arrested again in Campo Bom. Police officers found more than 100 kg of cocaine in his house and several guns.",fake
157,We’d also like to call attention to the incredible job Florida and @HealthyFla are doing releasing data. Not only do they provide hospitalization rates and lab-by-lab testing results but a ton of other data: https://t.co/huWcCqGfgf,real
158,#IndiaFightsCorona: One of the lowest globally India’s Case Fatality Rate 1.76% and sliding Health Ministry issues FAQs on better Clinical Management of #COVID patients in ICUs #StaySafe #IndiaWillWin https://t.co/cJGczBOzKW,real
159,A person with a cold or flu will test positive for COVID-19,fake
160,Claim: The ‘Fund of Funds’ part of the #COVID19 stimulus will mobilise equity of ~Rs 50000 cr for MSMEs Fact: A similar fund set up in 2016 to mobilise Rs 60000 cr for start-ups disbursed only 6% of planned amount https://t.co/wF9lG2PM0F,fake
161,Detainees in Mpimba central prison Burundi died due to COVID-19 and that some contracted the coronavirus.,fake
162,Virtually all British physicians feel concern about the indirect impact of coronavirus on their patients. https://t.co/MqfXk7l4ho https://t.co/qc327GTzG0,real
163,Now we’re moving to a new phase where many of us are heading back to work and school for the first time in a while. Stay healthy and stay safe New Zealand.,real
164,Bechara Covid19 se down hai else he would have give a nice acceptance speech. Dad this is for you https://t.co/8yZfJ0TK6V https://t.co/3rnfijiwOb,fake
165,"Says ""the coronavirus was engineered by scientists in a lab.""",fake
166,Arizona reported 45% more cases today than on any previous single day. https://t.co/7kS4rM01l6,real
167,The Prime Minister has put his faith in Operation Moonshot but meanwhile on planet earth there was no NHS tests available for several high infection areas says Labour deputy leader Angela Rayner at #PMQs. Follow live analysis: https://t.co/Z3vlMLXetQ https://t.co/otQqIl9lMf,real
168,Video of a doctor at a press conference who said,fake
169,5G is the cause of the coronavirus pandemic.,fake
170,@globaltimesnews It doesn’t effect randians coz they have CowUrine for cure🐄💦💁🏿‍♂️ after all they have bad smell to tackle COVID-19 with Cow-dung,fake
171,The only way to tell if a kid just has a cold (and can go to school) is robust rapid testing for #coronavirus — and right now we don't have it. https://t.co/plBZSPGv8A via @methodsmanmd https://t.co/L5tHkB1njK,real
172,At the time they did not meet the case definition for testing for people with defined symptoms who had travelled from or transited through China. Italy had not at that point been identified as a country of concern. This meant the New Zealand household was not tested at the time.,real
173,Many states reported a huge number of tests including a known backlog clearing from MA (30k+). NY reported almost 50k tests; TX over 20k. AL CA FL GA IL MA NY TN TX all reported over 10k tests.,real
174,Some unexpected numbers came from Indiana today. Despite only having ~5000 confirmed cases the state said today it has 924 COVID patients in the ICU and 500 on ventilators. That's not too far from California's ICU count and closing in on Pennsylvania and Louisiana's vent usage.,real
175,Opening ceremony of 2012 London Olympics was a projection of coronavirus pandemic. The hospital beds apperaing on the scene during the opening show and Boris Johnson in a hospital bed prove that the spread of the disease was planned in advance.,fake
176,WHO: #COVID19 transmission may include viral particles that remain airborne for longer than previously understood. https://t.co/ILoX8Y338f,real
177,The WHO banned autopsies and Italy changed the protocols for the coronavirus.,fake
178,"???According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.??�",fake
